"","geoid","location","rpl_eji","e_ozone","e_pm","e_dslpm","e_totcr","e_npl","e_tri","e_tsd","e_rmp","e_coal","e_lead","e_park","e_houage","e_wlkind","e_rail","e_road","e_airprt","e_impwtr","ep_minrty","ep_pov200","ep_nohsdp","ep_unemp","ep_renter","ep_houbdn","ep_uninsur","ep_noint","ep_age65","ep_age17","ep_disabl","ep_limeng","ep_mobile","ep_groupq","ep_bphigh","ep_asthma","ep_cancer","ep_mhlth","ep_diabetes"
"1","44001030100","Census Tract 301, Bristol County, Rhode Island",0.1121,3,6.91,0.35,22.97,0,84.64,0,0,0,0,100,75.28,10.17,0,53.38,0,86.79,11,16.2769,4.5,2.2,13.5,27.0542,1.2,10.8,18.7,26.3,8.8,0,0,0,29.5,10,8.5,10.5,8.4
"2","44001030200","Census Tract 302, Bristol County, Rhode Island",0.0836,2.67,6.9,0.36,23.14,0,10.61,0,0,0,0,98.83,85.42,13.72,0,95.9,0,75.43,12.4,11.4487,3.8,3,19.5,15.8285,3.4,11.8,15.4,22.2,7.8,0.5,0,0,28.7,9.7,8,10.7,8
"3","44001030300","Census Tract 303, Bristol County, Rhode Island",0.1178,2.67,6.91,0.35,22.92,0,24.95,0,0,0,0,93.73,81.43,6.78,0,75.69,0,63.14,9.5,7.5744,1.7,3.5,9.9,15.4903,1.2,3.9,16.3,28.2,6.4,0.9,0,0.3,27.6,9.3,8.1,9.5,7.5
"4","44001030400","Census Tract 304, Bristol County, Rhode Island",0.1021,3.33,6.81,0.31,22.42,0,24.39,0,0,0,0,71.78,83.38,9.39,0,72.32,0,81.11,9.9,4.319,1.6,1.6,2.5,13.9551,0,2.5,15.3,29.4,7.3,0.4,0,0.4,27.9,9.2,8.6,9,7.4
"5","44001030500","Census Tract 305, Bristol County, Rhode Island",0.4809,3.33,6.8,0.33,22.45,0,100,0,0,0,0,0,90.58,17.33,0,100,0,52.03,6,38.4714,13.6,5.1,71.3,40.8364,2.2,19.1,14,16.3,17.5,0,0,0.5,27.7,11.8,6.2,16.8,9.3
"6","44001030601","Census Tract 306.01, Bristol County, Rhode Islan",0.3061,3,6.77,0.33,22.5,0,58.56,0,0,0,0,8.26,63.16,7.61,0,20.39,0,53.82,5.3,12.2807,7,2.7,22.4,27.045,3.1,9.8,22.4,19.2,12.1,0.5,0.5,1.9,31.2,10.5,8.1,12.7,9.1
"7","44001030602","Census Tract 306.02, Bristol County, Rhode Islan",0.4956,3,6.75,0.33,22.3,0,90.41,0,0,0,0,0,75.85,14.08,0,93.26,0,61.62,5.7,22.6783,12.9,4.1,40.7,27.1436,2.7,22.3,25.6,13.8,17.6,2,0,2.9,33.4,10.6,9.4,12.5,10.3
"8","44001030700","Census Tract 307, Bristol County, Rhode Island",0.3803,3.33,6.57,0.3,21.54,0,100,0,0,0,0,100,86.43,14.21,0,100,0,26.79,10.1,36.2544,13.9,8.1,69.3,38.2772,7,15.2,18.6,14.1,17.2,2.3,0,0.2,29.1,11.3,7.4,14.8,9
"9","44001030800","Census Tract 308, Bristol County, Rhode Island",0.3164,3.33,6.53,0.3,21.13,0,57.04,0,0,0,0,67.23,79.8,12.46,0,75.74,0,39.65,9,27.2727,16.2,2.9,37.8,33.2464,3.2,20.3,13.2,9,8.1,1,0,45.4,21.1,11.5,5,16.3,6.2
"10","44001030901","Census Tract 309.01, Bristol County, Rhode Islan",0.1199,3.33,6.63,0.3,21.52,0,82.12,0,0,0,0,12.94,59.63,11.17,0,18.04,0,52.94,6,12.4254,12.8,2.1,10.7,21.2626,1.2,11.7,22.3,17,8.5,2.5,0,3.3,29.3,10.4,7.4,13,8.7
"11","44001030902","Census Tract 309.02, Bristol County, Rhode Islan",0.1684,3.33,6.63,0.29,21.93,0,77.54,0,0,0,0,72.41,51.64,11.46,0,81.72,0,54.89,9.4,17.1101,9.6,2.9,24.7,29.1667,0.9,13.6,27.5,18.7,7.8,1.3,0,8.4,32.5,10.2,9.5,11.6,9.4
"12","44003020101","Census Tract 201.01, Kent County, Rhode Island",0.1731,2.33,6.41,0.42,23.73,0,100,0,0,0,0,0,37.45,11.28,0,91.64,0,60.18,14.9,19.5732,8.1,3.5,27.5,24.5797,2.9,8.3,17.9,18.1,9.9,2.5,0,0,32.1,11.1,7.3,13.2,9.3
"13","44003020102","Census Tract 201.02, Kent County, Rhode Island",0.2915,2.33,6.49,0.41,23.7,0,96.43,0,0,0,0,26.78,76.29,14.61,0,72.01,0,58.77,9.8,25.1363,4.1,0.9,35.1,33.5657,7.4,8.9,15.9,17.9,9.5,0.6,0,2.2,33.7,12.2,7,16.5,11.1
"14","44003020200","Census Tract 202, Kent County, Rhode Island",0.5117,2.33,6.52,0.39,23.88,0,100,0,0,0,0,88.23,83.62,12.28,50.51,9.61,0,66.95,20.6,38.3891,9.3,2.4,56.7,37.2247,4.5,26.4,14.9,19.9,18.1,1,0,0.4,33.9,12.3,6.8,16.7,10.8
"15","44003020300","Census Tract 203, Kent County, Rhode Island",0.6087,2.33,6.54,0.37,23.74,0,100,0,0,0,0,100,89.51,15.6,78.01,0,0,58.19,16.9,48.8844,13.2,2.8,71.1,52.4764,4,25.8,15,20.3,25.5,0.7,0,0.3,35.4,13.1,6.4,18.7,12
"16","44003020400","Census Tract 204, Kent County, Rhode Island",0.4243,2.33,6.61,0.35,23.82,0,99.81,0,0,0,0,88.2,82.88,13.44,100,0,0,38.5,12.3,25.1113,16.3,11.3,49.5,34.8267,2.4,14.7,12.7,18.8,13.6,1.2,0,0.3,32.6,12,6.8,15.8,9.9
"17","44003020500","Census Tract 205, Kent County, Rhode Island",0.7126,2.33,6.66,0.42,24.55,0,97.61,0,52.64,0,0,90.39,58.9,10.89,58.43,64.54,0,66.36,16.9,20.293,14,9.8,36.9,31.009,4,17.1,20.5,16,16,1.5,0,0.4,37,12,8.2,15.2,11.6
"18","44003020601","Census Tract 206.01, Kent County, Rhode Island",0.1495,2.33,6.5,0.3,22.8,0,61.2,0,0,0,0,54.46,61.57,6.75,47.51,0,0,49.42,8.2,12.8456,8.1,6.4,21.9,20.5333,3.8,4,12.2,22.5,12.3,0.1,0,2.7,31.1,11.3,7,13.9,9
"19","44003020602","Census Tract 206.02, Kent County, Rhode Island",0.6568,2.33,6.36,0.32,23.86,0,95.83,0,0,0,0,0,65.23,12.08,0,0,0,68.89,10.3,29.4032,13.9,2.2,22,37.6261,7.4,13.4,23.2,14.9,20.4,1,21,0.2,36,12.4,7.9,15.9,11.7
"20","44003020603","Census Tract 206.03, Kent County, Rhode Island",0.6097,2.33,6.32,0.34,22.15,0,90.61,0,0,0,0,0,70.52,10.78,0,54.54,0,69.15,8.1,23.8926,9.6,7.5,28.1,29.4516,2.7,16.3,20.5,16.6,22.2,1.9,4.3,0.1,35.5,11.6,8,14.2,10.9
"21","44003020604","Census Tract 206.04, Kent County, Rhode Island",0.4508,2.33,6.44,0.35,23.35,0,93.21,0,0,0,0,17.65,91.15,11.5,0,0,0,68.97,9.1,29.2692,8.4,2.5,46.1,28.981,2.9,12.9,15.8,21.2,17.7,1.5,0,0.1,34.9,11.9,7.5,15.3,10.6
"22","44003020701","Census Tract 207.01, Kent County, Rhode Island",0.2367,2.67,6.12,0.18,20.15,12.68,6.92,0,0,0,0,20.51,49.59,3.83,6.71,0,0,45.33,8.6,17.573,12.8,1.6,2.8,32.3529,3.1,15.4,17.6,18.7,15.5,1.3,0,1.9,33,11.6,7.2,14,9.5
"23","44003020702","Census Tract 207.02, Kent County, Rhode Island",0.2647,2.33,6.19,0.17,20.69,1.36,8.71,0,0,0,0,0,49.33,4.5,0,0.16,0,28.61,2.1,13.2323,5.8,2,8.6,17.0975,1.9,9.2,19.5,20.4,12.3,0,7,1.3,34.5,11.1,7.8,13.1,9.8
"24","44003020703","Census Tract 207.03, Kent County, Rhode Island",0.1914,2.33,6.33,0.23,22.22,0,18.98,0,0,0,0,0,59.96,8.22,0,5.79,0,41.85,2.4,11.5066,6.8,4.3,11.6,16.8031,1.1,11.3,15.6,20,8.4,0.3,5.7,2.4,34.4,11.2,8.2,12.8,10
"25","44003020800","Census Tract 208, Kent County, Rhode Island",0.122,2.67,5.97,0.22,21.49,0.05,4.26,0,0,0,0,49.54,31.76,6.06,0,30.59,0,48.28,10.8,7.6352,4.4,2.7,17.9,16.844,2,4.1,15.3,19.8,7.6,1.3,4.9,0.5,30.3,10.8,6.7,12.3,8.2
"26","44003020901","Census Tract 209.01, Kent County, Rhode Island",0.3157,3,6.42,0.41,23.67,0,3.55,0,0,0,0,94.52,85.32,16.29,100,100,0,59.62,10.3,15.1815,2.5,4.7,45.6,22.0129,2.4,16.7,14.7,20.2,9.2,0.8,0,0.3,33.3,10.8,8.3,12,9.3
"27","44003020903","Census Tract 209.03, Kent County, Rhode Island",0.4602,2.67,6.25,0.34,22.47,0.57,47.13,0,0,0,0,12.39,36.46,7.83,3.42,63.62,0,85.52,16.3,12.0624,4.4,5.2,9.1,14.9595,2.4,9.9,17,29.1,9.6,1.2,3.3,0.5,32.6,10.4,7.9,10.9,9.5
"28","44003020904","Census Tract 209.04, Kent County, Rhode Island",0.5022,2.67,6.34,0.44,23.38,10.78,66.1,0,0,0,0,52.02,71.35,9.83,63.34,100,0,72.26,11.4,6.6767,3.4,1.7,15.5,20.8431,0,10.6,20.8,26.5,13.7,1,0,0.5,35.8,9.8,10.2,9.3,9.3
"29","44003021001","Census Tract 210.01, Kent County, Rhode Island",0.5638,2.33,6.97,0.49,25.75,0,100,96.58,44.12,0,0,100,90.36,13.25,100,100,0,79.92,11.9,24.6269,11.8,5.2,18.4,28.9109,5.3,13.8,15.9,21.5,11.6,2.2,0,0,33.5,11.6,7.3,14,9.8
"30","44003021002","Census Tract 210.02, Kent County, Rhode Island",0.5079,2.33,6.97,0.45,25.72,0,96.44,34.03,0,0,0,100,87.07,14.25,53.24,84.91,0,85.78,10.1,21.1706,3.9,1.4,28.9,24.4021,2.1,17.9,18.8,13.8,17.3,0.2,0,0.8,34.6,11.1,8.2,12.6,9.9
"31","44003021100","Census Tract 211, Kent County, Rhode Island",0.6116,2.33,6.89,0.63,27.15,0,100,9.84,53.31,0,0,20.01,84.54,15.17,95.27,98.68,60.24,82.55,8.5,20.4467,5.4,2.9,30.3,25.6223,5.5,22.1,15.7,22.1,17.5,0.8,0,0.1,32.7,11.3,7.4,14.1,9.5
"32","44003021200","Census Tract 212, Kent County, Rhode Island",0.7055,2.33,6.91,0.47,26.03,0,94.66,15.24,0,0,0,86.64,90.72,15.22,51.72,99.36,52.84,85.59,24.3,19.8937,8.2,3.9,27.5,30.1261,0.6,11.6,18.8,17.6,14.9,0,0,0.3,35.8,11.9,7.8,15,11.4
"33","44003021300","Census Tract 213, Kent County, Rhode Island",0.5454,2.33,6.89,0.41,25.33,0,20.27,0,0,0,0,72.2,98.67,12.79,0,14.83,19.6,87.18,6.7,15.7712,3.3,7,9.7,28.8707,1.4,12.5,23.8,14.8,12.2,0.8,1.3,0.4,36.5,11.3,8.6,13,10.9
"34","44003021401","Census Tract 214.01, Kent County, Rhode Island",0.4314,2.67,6.79,0.43,25.71,0,77.29,0,0,0,0,1.75,90.28,14.83,0,6.48,100,80.78,9.5,17.1503,3.9,6.5,10,22.3693,6.5,9,15.6,19.3,11.9,1.1,0,0.6,33.2,11.3,7.6,13.7,9.8
"35","44003021402","Census Tract 214.02, Kent County, Rhode Island",0.2439,2.67,6.81,0.41,24.81,0,10.3,0,0,0,0,0,73.99,12.72,0,0,53.43,80.66,14.8,17.5285,8,2.4,24.9,30.148,1,7.1,15.4,22.4,12.6,0.2,0,0.7,33.6,11.9,7.4,15,11.2
"36","44003021501","Census Tract 215.01, Kent County, Rhode Island",0.0945,3.33,6.78,0.36,23.78,0,0,0,0,0,0,67.12,84.89,15.04,0,0,0,81.44,6.2,26.9032,5.5,6.2,31.1,34.8819,1,9.9,17.2,16.3,14.9,0,0,0.8,32.5,11.7,6.9,14.6,9.8
"37","44003021502","Census Tract 215.02, Kent County, Rhode Island",0.0711,3.33,6.7,0.32,22.71,0,0,0,0,0,0,95.31,79.58,12.29,0,0,0,75.94,12.2,14.8849,7,6.1,14.8,29.1988,3.9,13.5,14.6,16.8,14.7,0,0,0.3,32.4,11.5,6.8,14.4,9.3
"38","44003021600","Census Tract 216, Kent County, Rhode Island",0.178,3.33,6.61,0.31,22.57,0,0,0,0,0,0,72.29,69.13,9.5,0,0,0,70.6,9.6,6.3882,4.8,2,10.2,14.2633,1.9,3.4,24.6,14.5,10.4,0,0,0.4,35,10.5,8.7,11.1,9.9
"39","44003021700","Census Tract 217, Kent County, Rhode Island",0.4341,3.33,6.67,0.34,24.1,0,4.25,0,0,0,0,99.21,84.46,13.27,0,0,19.49,55.37,18.5,25.5515,15.9,2.5,26.8,28.5944,5.9,12.2,16,19,18,4.6,0.5,0.3,34.1,12.4,6.8,16.3,10.8
"40","44003021800","Census Tract 218, Kent County, Rhode Island",0.2031,3.33,6.74,0.39,24.82,0,7.24,0,0,0,0,32.63,66.7,15.08,0,0,47.37,80.32,13,17.8465,9.1,1.9,35.7,24.5075,5.8,11.7,18.7,17,15.8,0.8,0,0.1,32.6,11.5,7.2,14.4,9.5
"41","44003021901","Census Tract 219.01, Kent County, Rhode Island",0.5013,2.33,6.69,0.52,25.69,0,100,0,0,0,0,23.94,85.44,14.29,95.44,96.43,100,55.33,11.7,12.9791,5.4,1.2,16.6,30.9453,2.1,10.9,16.9,21.7,11.5,1.1,0,0,32.9,11.3,7.5,14.1,10
"42","44003021902","Census Tract 219.02, Kent County, Rhode Island",0.7177,2.67,6.73,0.43,25.15,0,99.99,0,0,0,0,66.32,89.13,12.22,27.11,41.16,100,72.48,16.7,11.5103,14.1,3.5,29.4,33.7288,11.3,16.9,17.7,21.6,11.9,1.3,0,0.5,34.9,11.4,8.1,14.1,10.4
"43","44003021903","Census Tract 219.03, Kent County, Rhode Island",0.5251,2.67,6.65,0.35,24.5,0,31.17,0,0,0,0,97.49,87.05,12.61,10.39,11.67,34.92,54.98,14.2,13.0435,6.8,5.7,15.3,22.4924,2.7,11.9,26.1,16.1,17.7,1.4,0,0.2,35,11.1,8.5,12.5,10.1
"44","44003022000","Census Tract 220, Kent County, Rhode Island",0.4872,2.67,6.61,0.41,24.47,0,60.91,0,0,0,0,36.65,80.51,15.61,92.38,89.97,12.43,54.98,5.7,18.9261,6.5,2.5,29.7,27.2059,3.3,8.2,18.2,16.7,14.1,0.2,0,3.1,34.7,11.2,8,13.7,10.4
"45","44003022100","Census Tract 221, Kent County, Rhode Island",0.7347,2.33,6.71,0.68,26.01,0,93.38,0,28.63,0,0,21.63,80.79,13.71,65.79,100,46.41,63,11.2,18.8183,9.1,1.3,12.1,32.2552,0.4,13.5,24.6,18.8,15,0.9,0,3.2,38.8,11.2,9.6,12.7,11.3
"46","44003022201","Census Tract 222.01, Kent County, Rhode Island",0.4059,2.33,6.52,0.51,24.61,0,40.93,0,0,0,0,15.31,71.3,8.83,62.98,100,0,54.98,12.3,16.8841,3.2,3.4,32.7,28.2676,5.2,9.9,19.5,17.4,10.7,0.2,0,0.1,32,10.5,7.8,11.3,9
"47","44003022202","Census Tract 222.02, Kent County, Rhode Island",0.6763,2.33,6.53,0.53,24.58,0,46.91,0,0,0,0,0.28,43.37,10,0,100,0,54.98,19.5,21.599,10.7,3.1,76.4,34.5201,1.4,17.2,32.3,12.7,23.9,0.1,0,2.7,41.1,10.9,10.7,11.8,12.5
"48","44003022300","Census Tract 223, Kent County, Rhode Island",0.9101,2.33,6.66,0.58,25.24,0,90.04,0,50.09,0,0,75.48,66.87,13.54,15.45,99.88,4.67,66.45,14.2,34.0251,12.7,4.9,59.3,36.6423,4.4,26.5,25.9,16.9,27.5,0.7,4.2,0.1,39.5,11.6,9.2,14.2,12.9
"49","44003022400","Census Tract 224, Kent County, Rhode Island",0.2989,3.33,6.43,0.36,23.3,0,14.7,0,0,0,0,99.65,84.85,7.67,70.96,65.31,0,63.96,3.5,12.7255,4.9,4.3,17.2,27.5468,2.7,4.8,22.6,13.9,15.7,0.3,0,0,34,11,8.3,12.4,9.8
"50","44005040101","Census Tract 401.01, Newport County, Rhode Islan",0.3351,2.67,6.4,0.32,20.12,0,9.05,0,0,0,0,0,60.88,8.89,0,99.08,0,78.36,9.2,14.2765,4.9,4.6,18.3,20.6915,2.2,10.3,20.4,16.7,13.9,0,8.4,4.4,28.7,10.5,7.6,12.1,8.1
"51","44005040102","Census Tract 401.02, Newport County, Rhode Islan",0.1678,3.33,6.17,0.28,19.18,0,39.47,0,0,0,0,35.08,59,10.44,0,20.97,3.36,93.46,6.1,8.3767,3.4,1.4,23.8,24.5102,0.8,7.9,23.4,21.1,8.9,0,0.8,0.1,29.9,10.1,8.6,10.6,8.3
"52","44005040103","Census Tract 401.03, Newport County, Rhode Islan",0.4465,3.67,6.28,0.28,19.51,10.05,49.12,0,16.23,0,0,26.98,57.7,8.97,0,51.83,3.5,22.5,8.5,12.9499,6.6,0.4,24.5,22.494,0.8,15.4,23,21.3,12.3,0,1.6,1.4,31.8,10.2,8.9,10.8,8.9
"53","44005040200","Census Tract 402, Newport County, Rhode Island",0.7136,3.67,6.07,0.34,20.74,0.58,82.51,0,30.72,0,0,55.12,61.8,9.92,0,93.74,17.08,3.39,39.8,49.3249,8.3,6.2,100,56.7468,13.7,7.6,4.8,22.6,8.8,5,0,0,20,11,3.4,15.7,5.6
"54","44005040302","Census Tract 403.02, Newport County, Rhode Islan",0.6631,3.33,6.02,0.6,20.82,0,47.22,0,72.81,0,0,100,85.16,14.92,0,100,9.88,34.15,23.4,16.0708,7.7,1.5,24.7,30.9287,9.5,16.2,26.4,17.7,16.4,4.1,6,0.2,33.4,10.5,9.6,11.7,10.1
"55","44005040303","Census Tract 403.03, Newport County, Rhode Islan",0.5845,3.67,6.1,0.34,19.67,26.49,48.89,0,8.62,0,0,4.48,57.74,8.67,0,100,61.8,2.1,37.8,28.4615,6.5,6.3,60.9,30.7475,6.2,8.5,10.9,26,12.8,0,0,0.7,30.2,11.1,6.9,13.6,9.3
"56","44005040304","Census Tract 403.04, Newport County, Rhode Islan",0.7521,3.67,6.08,0.41,20.59,1.85,92.87,0,1.44,0,0,4.75,57.89,11.92,0,92.64,99.23,34.49,12.2,17.6694,10,3.5,50.3,34.1335,1.7,23.6,17.6,18.2,16,3.3,4.9,1.9,30.8,10.7,7.9,12.5,8.8
"57","44005040400","Census Tract 404, Newport County, Rhode Island",0.3977,3.33,6.02,0.37,20.06,0,5.43,0,13.41,0,0,76.23,64.59,8.44,0,11.75,19.56,92.27,7.3,18.8432,3.9,3,32.6,23.0008,0.6,17.7,26.9,12.8,13.3,0.7,1.9,3.3,32.2,10,9.5,10.6,9.3
"58","44005040500","Census Tract 405, Newport County, Rhode Island",0.6132,3.33,6,0.57,20.67,0,84.71,0,91.17,0,0,100,56.41,15.11,0,100,0,3.23,43.9,46.1372,14,3.7,66.7,32.5792,10,14.5,14.7,25.6,22.2,6.1,0,0.1,30.9,12.8,6.3,16.7,10.6
"59","44005040600","Census Tract 406, Newport County, Rhode Island",0.3432,3.33,5.98,0.79,20.92,0,29.12,0,92.58,0,0,100,95.29,16.29,0,100,0,13.69,26.5,35.4193,3.3,4.4,61.6,38.9293,6,19.4,19.3,12.1,7,0,0,0.3,28.9,10.8,6.9,13.2,9
"60","44005040700","Census Tract 407, Newport County, Rhode Island",0.3616,3.33,5.97,0.68,20.5,0,21.86,0,97.03,0,0,100,90.07,15.11,0,56.75,0,33.92,10.8,14.7977,4.7,5.3,40.6,31.8644,9.3,9.3,20.4,14.1,7.6,4.1,1.3,0.5,29.4,10.2,8.2,11.3,8.3
"61","44005040800","Census Tract 408, Newport County, Rhode Island",0.4499,3.33,5.94,0.58,20.01,0,93.42,0,33.58,0,0,100,87.87,16.61,0,0.01,0,24.41,18,19.7571,6.3,5.4,60.9,31.5567,5,22.8,27.2,13.6,13.7,0,0,8.3,30.6,10.4,8.4,11.5,8.5
"62","44005040900","Census Tract 409, Newport County, Rhode Island",0.1319,3.33,5.9,0.38,19.33,0,22.86,0,0,0,0,97.07,80.56,12.13,0,0,0,21.42,11.8,22.8973,2.2,5.9,46.3,22.3086,5.6,12,20.1,10.7,7.6,2.6,0,24.8,23.6,10.7,6.6,12.7,6.4
"63","44005041000","Census Tract 410, Newport County, Rhode Island",0.329,3.33,5.94,1.06,20.41,0,100,0,0.8,0,0,100,82.86,18.17,0,28.87,0,1.53,9.8,35.8577,6.1,3.7,64,25.6825,3.2,21.9,21.3,3.9,16.1,1.1,0,3.8,24.4,10.9,5.8,14,7.2
"64","44005041100","Census Tract 411, Newport County, Rhode Island",0.3232,3.33,5.96,0.49,20.2,0,50.35,0,10.92,0,0,95.37,89.5,14.28,0,96.91,0,1.53,11.9,26.003,0.6,2.3,47.8,30.2198,4,10,30.8,10.8,16.6,0.5,0,0,32.3,10.8,8.6,12.2,10
"65","44005041200","Census Tract 412, Newport County, Rhode Island",0.3388,3.67,6.01,0.32,19.23,0,99.86,0,99.99,0,0,100,78.98,14.17,0,91.91,0,1.53,35.2,45.4902,6.5,19.4,100,38.8889,12.3,11.9,0.7,12,15.1,0.5,0,68.1,15.3,9.5,2.2,13.1,3.7
"66","44005041300","Census Tract 413, Newport County, Rhode Island",0.0467,4,5.98,0.28,19.31,0,0,0,0,0,0,62.04,56.18,10.33,0,39.33,0,25.08,10.1,6.68,2.8,4.5,17.1,15.7323,2.8,8.7,25.5,19.4,9.8,1,0,0.2,31.4,9.8,9.3,9.7,8.6
"67","44005041400","Census Tract 414, Newport County, Rhode Island",0.0534,3,6.04,0.25,18.13,0,0,0,0,0,0,0,64.35,6.83,0,0,0,64.97,2,11.7226,2.6,2.7,18.7,20.6278,2.2,11.3,32.4,13.5,13.8,0,1,0,33.7,10.1,9.7,10.6,9.5
"68","44005041601","Census Tract 416.01, Newport County, Rhode Islan",0.5615,2.33,6.49,0.31,20.95,0,69.71,0,0,0,0,0.33,83.99,10.83,83.25,27.17,0,55.82,7,36.7553,11.4,6.8,43.5,39.318,4,20.4,18.2,20.5,13.2,2.4,0.6,0,31.2,11.4,7.8,14.8,9.9
"69","44005041602","Census Tract 416.02, Newport County, Rhode Islan",0.2713,2.67,6.42,0.33,20.41,0,0,0,3.68,0,0,0,67.13,8.58,0.05,87.07,0,81.76,9.4,12.6007,4.3,6.1,19,25.5864,1.7,15,27.8,17.1,15.4,0,0,0.9,32.7,10.2,9.5,11.1,9.1
"70","44005041701","Census Tract 417.01, Newport County, Rhode Islan",0.3888,2,6.41,0.31,20.51,0,3.2,0,39.97,0,0,0,38.13,7.83,0,54.03,0,65.85,6.8,13.6324,8.9,5.2,17.8,25.224,3.8,13.5,26.8,14.2,9.4,0.6,2.8,0.2,33.1,10.4,9.4,11.3,9.4
"71","44005041702","Census Tract 417.02, Newport County, Rhode Islan",0.1293,2.67,6.23,0.24,19.23,0,0,0,0,0,0,17.23,49.8,5.94,0,0,0,84.05,1.2,14.4667,10.4,6.3,12.4,15.9003,0.3,3.5,22.3,17.6,7.1,0,9,0.2,30.6,10.5,8.1,12.2,8.8
"72","44007000101","Census Tract 1.01, Providence County, Rhode Isla",0.8648,2.33,7.14,0.68,27.46,0,100,36.62,100,0,0,100,92.44,15.38,100,90.91,0,87.18,66.4,58.1754,20,14.4,61.1,53.3537,5,21.7,6.6,19.9,12.6,9,0,14,25.1,13.3,3.6,17.9,9.1
"73","44007000102","Census Tract 1.02, Providence County, Rhode Isla",0.9675,2.33,7.1,0.71,28.29,0,100,32.61,41.61,0,0,100,95.66,15.88,100,100,0,81.72,80.2,47.5,19.3,10.7,53.1,55.0223,5.3,17.3,12.5,23,19,17.3,0,0.1,35.1,12.7,5.1,15.9,14.7
"74","44007000200","Census Tract 2, Providence County, Rhode Island",0.891,2.33,7.15,0.89,28.37,0,100,25.33,37.9,0,0,100,93.31,14.7,100,100,0,80.85,91,59.9404,20,11.9,64.4,48.9362,8.8,12.9,8.8,27.8,17.7,23.6,0,0.6,33.8,12.1,4.8,15.4,14.4
"75","44007000300","Census Tract 3, Providence County, Rhode Island",0.9893,2.33,7.2,0.92,29.67,0,100,17.6,1.85,0,0,100,92.35,16.03,100,100,0,82.08,87.3,50.2665,27.7,9.5,74.3,34.2604,16.1,35.4,11.3,25.4,17.2,26.5,0,1.7,34.9,13.5,4.3,18.3,16
"76","44007000400","Census Tract 4, Providence County, Rhode Island",0.9512,2.33,7.22,0.93,28.81,0,100,100,61.42,0,0,100,74.08,16.21,99.87,100,0,87.02,95.9,69.9144,25.1,6.2,72.9,57.2023,13.2,25.4,9.7,31.6,14.1,20.2,0,1.5,33.5,14,3.9,19,15.8
"77","44007000500","Census Tract 5, Providence County, Rhode Island",0.9827,2.33,7.18,0.83,28.19,0,100,100,100,0,0,100,69.81,16.67,100,100,0,87.18,98.7,66.6464,38.4,16.9,67.3,52.5439,14.3,21.4,12.3,28.1,13.6,23.6,0,0,35.1,14,4.4,18.2,15.8
"78","44007000600","Census Tract 6, Providence County, Rhode Island",0.9899,2.33,7.23,0.93,28.76,0,100,98.9,74.88,0,0,100,76.45,16.33,99.52,100,0,87.18,82.9,58.3112,22.1,13.1,58.9,45.8491,8.6,33.8,14.9,33.1,10.1,12.9,0,12.1,34.9,13,5.8,15.7,12.6
"79","44007000700","Census Tract 7, Providence County, Rhode Island",0.9824,2.33,7.27,1.01,29.46,0,100,59.09,0.88,0,0,100,62.71,17,80.97,100,0,87.18,89.8,59.1906,35.5,9.7,86.8,42.1892,3.4,46.4,14.4,24,25.9,16.8,0,6.8,39.9,15.2,5.3,19.6,18.2
